Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Invierno,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[34;50]
Invierno,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Bicicleta,Home,[18;33]
Otono,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Verano,Laborable,Altres,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70]
Primavera,Laborable,Altres,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Mati,Altres,Motocicleta,Home,[34;50]
Otono,Laborable,Altres,Mati,Colision lateral,Turisme,Home,[51;70]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Tarda,Abast,Turisme,Dona,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[51;70]
Verano,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Dona,[51;70]
Invierno,No laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Verano,No laborable,No determinada,Tarda,Colision fronto-lateral,Turisme,Dona,[34;50]
Invierno,Laborable,Altres,Mati,Abast,Furgoneta,Home,[34;50]
Verano,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Invierno,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,No laborable,Canvi de carril sense precaucio,Nit,Colision lateral,Motocicleta,Dona,[18;33]
Invierno,Laborable,Fallada mecanica o avaria,Mati,Abast,Turisme,Home,[18;33]
Otono,Laborable,No respectar distancies,Tarda,Abast multiple,Furgoneta,Home,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[18;33]
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Home,[34;50]
Invierno,Laborable,No cedir la dreta,Mati,Colision fronto-lateral,Motocicleta,Home,mas 70
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,No laborable,Canvi de carril sense precaucio,Nit,Abast,Motocicleta,Home,[51;70]
Primavera,Laborable,No determinada,Nit,Colision frontal,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Otono,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,Menor
Otono,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,Altres,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,No respectat pas de vianants,Mati,Atropellament,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Abast,Turisme,Dona,[34;50]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Dona,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Primavera,No laborable,Altres,Tarda,Colision frontal,Altres vehicles amb o sense motor,Dona,[18;33]
Primavera,Laborable,No determinada,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Turisme,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Home,mas 70
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33]
Primavera,Laborable,Adelantamiento improcedente,Mati,Abast,Bicicleta,Dona,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33]
Invierno,Laborable,No determinada,Mati,Xoc contra element estatic,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Dona,[34;50]
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,[34;50]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Gir indegut o sense precaucio,Nit,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Altres,Tarda,Colision lateral,Bicicleta,Dona,[34;50]
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Dona,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Otono,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70]
Invierno,No laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,Canvi de carril sense precaucio,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Otono,No laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Verano,No laborable,No respectat pas de vianants,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Primavera,No laborable,No determinada,Mati,Colision lateral,Bicicleta,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Tarda,Abast multiple,Motocicleta,Home,[51;70]
Verano,No laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,mas 70
Invierno,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33]
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Verano,Laborable,Canvi de carril sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70]
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[34;50]
Otono,Laborable,Desobeir altres senyals,Mati,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Dona,[34;50]
Primavera,No laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50]
Verano,Laborable,Altres,Mati,Colision lateral,Bicicleta,Home,[18;33]
Verano,Laborable,No cedir la dreta,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70]
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Dona,[51;70]
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Camion,Home,[34;50]
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,Altres,Mati,Abast multiple,Turisme,Home,[51;70]
Primavera,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,mas 70
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50]
Otono,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,No laborable,Desobeir altres senyals,Tarda,Altres,Motocicleta,Home,[18;33]
Verano,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Home,[34;50]
Otono,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Turisme,Dona,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Verano,Laborable,Desobeir altres senyals,Mati,Colision lateral,Autobus,Home,[34;50]
Otono,Laborable,Fallada mecanica o avaria,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Home,[51;70]
Otono,Laborable,No respectat pas de vianants,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33]
Otono,Laborable,No respectar distancies,Nit,Abast,Turisme,Home,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Abast,Turisme,Dona,mas 70
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,No laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33]
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,Laborable,No determinada,Mati,Abast,Motocicleta,Home,[34;50]
Invierno,No laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[34;50]
Primavera,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50]
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Altres vehicles amb o sense motor,Home,[18;33]
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Otono,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[51;70]
Otono,No laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,No laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,Laborable,No respectar distancies,Nit,Desconegut,Motocicleta,Home,[18;33]
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Turisme,Home,[34;50]
Otono,No laborable,No respectat pas de vianants,Tarda,Atropellament,Motocicleta,Dona,[18;33]
Otono,No laborable,Altres,Tarda,Atropellament,Motocicleta,Dona,[18;33]
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Bicicleta,Home,[18;33]
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[51;70]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70]
Verano,Laborable,Altres,Tarda,Abast,Turisme,Home,[51;70]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Dona,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[51;70]
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Dona,[34;50]
Primavera,No laborable,Desobeir samoforo,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision frontal,Motocicleta,Home,Menor
Primavera,Laborable,No respectar distancies,Tarda,Abast multiple,Motocicleta,Home,[18;33]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33]
Verano,No laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,[18;33]
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,Menor
Invierno,Laborable,No determinada,Mati,Colision lateral,Motocicleta,Dona,[51;70]
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[34;50]
Invierno,No laborable,Desobeir altres senyals,Tarda,Colision frontal,Turisme,Home,[34;50]
Verano,Laborable,Altres,Mati,Colision fronto-lateral,Bicicleta,Home,[51;70]
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50]
Verano,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50]
Otono,Laborable,No respectar distancies,Mati,Abast,Turisme,Dona,[18;33]
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Primavera,No laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50]
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33]
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Bicicleta,Dona,[34;50]
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Bicicleta,Home,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Abast,Motocicleta,Home,[51;70]
Primavera,Laborable,No determinada,Tarda,Abast,Motocicleta,Home,[34;50]
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[34;50]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50]
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33]
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33]
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33]
Verano,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33]
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70]
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70]
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,[18;33]
Verano,No laborable,Canvi de carril sense precaucio,Mati,Abast multiple,Motocicleta,Home,[18;33]
Otono,No laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Dona,[18;33]
Verano,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Bicicleta,Home,[34;50]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50]
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Dona,[18;33]
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[51;70]
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50]
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33]
Invierno,Laborable,Altres,Mati,Colision fronto-lateral,Bicicleta,Home,[18;33]
Otono,Laborable,No respectar distancies,Mati,Abast,Turisme,Home,[18;33]
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50]
Verano,No laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Bicicleta,Home,[18;33]
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50]
Primavera,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70]
