Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad,Barrio
Otono,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],Sant Andreu
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50],la Vila Olimpica del Poblenou
Invierno,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[18;33],la Marina del Prat Vermell
Verano,Laborable,Altres,Tarda,Colision fronto-lateral,Bicicleta,Dona,[34;50],la Marina del Prat Vermell
Verano,No laborable,No determinada,Nit,Xoc contra element estatic,Motocicleta,Dona,[34;50],Horta
Invierno,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Turisme,Home,[51;70],Navas
Invierno,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33],el Camp de l'Arpa del Clot
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[51;70],l'Antiga Esquerra de l'Eixample
Verano,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Furgoneta,Home,[34;50],el Fort Pienc
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[18;33],Provencals del Poblenou
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Autobus,Home,[34;50],la Dreta de l'Eixample
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],Diagonal Mar i el Front Maritim del Poblenou
Primavera,Laborable,No respectar distancies,Tarda,Colision lateral,Motocicleta,Dona,[51;70],el Camp d'en Grassot i Gracia Nova
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[18;33],Navas
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50],les Corts
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70],Vallcarca i els Penitents
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision fronto-lateral,Motocicleta,Dona,[34;50],la Font de la Guatlla
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[18;33],Sants
Otono,Laborable,Altres,Mati,Xoc contra element estatic,Turisme,Dona,[18;33],Sants
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70],Diagonal Mar i el Front Maritim del Poblenou
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33],Diagonal Mar i el Front Maritim del Poblenou
Verano,Laborable,Altres,Tarda,Xoc amb animal a la calcada,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Home,[51;70],Provencals del Poblenou
Primavera,No laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],Provencals del Poblenou
Otono,No laborable,Canvi de carril sense precaucio,Nit,Colision lateral,Turisme,Home,[18;33],Provencals del Poblenou
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Barceloneta
Primavera,Laborable,Adelantamiento improcedente,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Barceloneta
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],Vallcarca i els Penitents
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50],Vallcarca i els Penitents
Primavera,Laborable,No respectar distancies,Mati,Abast,Turisme,Home,[34;50],el Fort Pienc
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Dona,[34;50],Sant Gervasi - Galvany
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],el Parc i la Llacuna del Poblenou
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],el Raval
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],les Corts
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Trinitat Vella
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],Sant Gervasi - Galvany
Verano,Laborable,Manca precaucio efectuar marxa enrera,Mati,Altres,Motocicleta,Dona,[34;50],l'Antiga Esquerra de l'Eixample
Otono,Laborable,Desobeir altres senyals,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],Desconegut
Otono,Laborable,Manca precaucio efectuar marxa enrera,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Invierno,No laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33],Diagonal Mar i el Front Maritim del Poblenou
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[51;70],Sarria
Primavera,Laborable,No respectat pas de vianants,Tarda,Abast,Turisme,Home,[51;70],"Sant Pere, Santa Caterina i la Ribera"
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Sagrada Familia
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Bicicleta,Home,[34;50],la Marina de Port
Otono,Laborable,Desobeir samoforo,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Invierno,Laborable,No respectar distancies,Tarda,Abast multiple,Turisme,Home,[34;50],la Barceloneta
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],Sants
Invierno,Laborable,Desobeir altres senyals,Tarda,Atropellament,Motocicleta,Home,[34;50],Sant Gervasi - Galvany
Invierno,Laborable,Manca precaucio efectuar marxa enrera,Mati,Altres,Motocicleta,Home,[34;50],Sant Marti de Provencals
Primavera,Laborable,Altres,Mati,Colision lateral,Motocicleta,Dona,[18;33],Sants
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],Sant Antoni
Verano,Laborable,Altres,Tarda,Abast,Motocicleta,Dona,[18;33],la Barceloneta
Invierno,No laborable,Manca precaucio efectuar marxa enrera,Tarda,Colision lateral,Turisme,Home,[51;70],l'Antiga Esquerra de l'Eixample
Otono,No laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Prosperitat
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Sortida de via amb bolcada,Turisme,Home,Menor,Porta
Verano,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Guineueta
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33],el Besos i el Maresme
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[34;50],Hostafrancs
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[51;70],el Raval
Verano,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Turisme,Home,[18;33],la Dreta de l'Eixample
Invierno,No laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[34;50],Vallcarca i els Penitents
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],la Sagrada Familia
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70],el Baix Guinardo
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],les Tres Torres
Verano,Laborable,Altres,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],la Dreta de l'Eixample
Verano,No laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Font de la Guatlla
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Quadicriclos,Home,[51;70],Sant Andreu
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Bicicleta,Home,Menor,l'Antiga Esquerra de l'Eixample
Otono,Laborable,No determinada,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],Sarria
Otono,Laborable,Manca precaucio efectuar marxa enrera,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],Sant Gervasi - la Bonanova
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50],la Marina del Prat Vermell
Otono,Laborable,Altres,Tarda,Caiguda interior vehicle,Motocicleta,Home,[51;70],la Nova Esquerra de l'Eixample
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],Pedralbes
Invierno,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[34;50],la Nova Esquerra de l'Eixample
Verano,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50],Montbau
Primavera,Laborable,Altres,Mati,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],el Barri Gotic
Otono,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70],el Barri Gotic
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],el Poble-sec
Primavera,Laborable,Desobeir samoforo,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],el Fort Pienc
Invierno,No laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Vila de Gracia
Verano,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,Desobeir altres senyals,Nit,Colision fronto-lateral,Motocicleta,Home,[34;50],el Carmel
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Abast multiple,Turisme,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,Menor,Hostafrancs
Invierno,Laborable,No determinada,Tarda,Abast,Motocicleta,Home,[51;70],Sant Antoni
Primavera,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Dona,[34;50],Vallcarca i els Penitents
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Turisme,Home,[18;33],el Barri Gotic
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Verano,Laborable,Desobeir samoforo,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],Sant Gervasi - Galvany
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],el Baix Guinardo
Invierno,No laborable,Desobeir samoforo,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Altres vehicles amb o sense motor,Dona,[34;50],Sant Gervasi - Galvany
Otono,Laborable,Altres,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Dreta de l'Eixample
Otono,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50],la Maternitat i Sant Ramon
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50],Sant Gervasi - la Bonanova
Primavera,No laborable,No respectar distancies,Mati,Abast,Turisme,Home,[18;33],Hostafrancs
Primavera,No laborable,Manca precaucio efectuar marxa enrera,Tarda,Colision lateral,Motocicleta,Home,[34;50],el Parc i la Llacuna del Poblenou
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Home,[18;33],les Corts
Otono,Laborable,Desobeir samoforo,Mati,Atropellament,Motocicleta,Dona,[18;33],el Poble-sec
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],Desconegut
Otono,Laborable,Adelantamiento improcedente,Nit,Colision lateral,Motocicleta,Home,[34;50],la Sagrada Familia
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],Sants - Badal
Verano,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Dona,[18;33],Sants
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],Sants
Primavera,No laborable,No respectar distancies,Mati,Abast multiple,Turisme,Home,[18;33],la Sagrada Familia
Verano,Laborable,Altres,Tarda,Altres,Motocicleta,Home,[34;50],la Sagrera
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],les Corts
Invierno,No laborable,No respectar distancies,Tarda,Abast,Turisme,Home,[18;33],les Corts
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Turisme,Dona,[18;33],Horta
Otono,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Maternitat i Sant Ramon
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],la Barceloneta
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Dona,[34;50],la Barceloneta
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Colision lateral,Motocicleta,Dona,[34;50],el Poblenou
Primavera,No laborable,Desobeir altres senyals,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],Horta
Otono,Laborable,Altres,Tarda,Xoc contra element estatic,Motocicleta,Home,[51;70],Navas
Verano,No laborable,Altres,Nit,Abast,Turisme,Home,[18;33],la Vila Olimpica del Poblenou
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Vila Olimpica del Poblenou
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33],la Vila Olimpica del Poblenou
Primavera,Laborable,No respectar distancies,Mati,Abast,Veh. Mobilidad personal con o sin motor,Dona,[51;70],Sant Antoni
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],el Bon Pastor
Otono,No laborable,Altres,Tarda,Colision fronto-lateral,Motocicleta,Dona,[51;70],les Corts
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Veh. Mobilidad personal con o sin motor,Home,[34;50],la Sagrada Familia
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33],la Nova Esquerra de l'Eixample
Verano,Laborable,Manca d'atencio a la conduccio,Nit,Bolcada (mes de dues rodes),Camion,Home,[34;50],el Bon Pastor
Invierno,No laborable,No respectar distancies,Nit,Abast,Motocicleta,Home,[18;33],el Bon Pastor
Invierno,Laborable,Envair calzada contraria,Tarda,Colision lateral,Motocicleta,Home,[34;50],Sant Gervasi - la Bonanova
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33],la Maternitat i Sant Ramon
Otono,No laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70],Sant Gervasi - Galvany
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Furgoneta,Home,[18;33],Navas
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50],Sants
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Abast,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[51;70],l'Antiga Esquerra de l'Eixample
Verano,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],Sant Andreu
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Sortida de via amb xoc o Colision,Motocicleta,Home,[51;70],les Roquetes
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50],Diagonal Mar i el Front Maritim del Poblenou
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Altres,Motocicleta,Home,[34;50],el Fort Pienc
Invierno,Laborable,Manca precaucio incorporacio circulacio,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50],el Fort Pienc
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast multiple,Turisme,Home,[18;33],el Poble-sec
Primavera,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],el Poble-sec
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33],Sant Gervasi - la Bonanova
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Persecucion,Motocicleta,Home,[18;33],el Camp de l'Arpa del Clot
Invierno,Laborable,Altres,Mati,Xoc contra element estatic,Turisme,Home,[18;33],Diagonal Mar i el Front Maritim del Poblenou
Invierno,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision lateral,Motocicleta,Home,[18;33],la Nova Esquerra de l'Eixample
Otono,No laborable,Altres,Mati,Colision fronto-lateral,Bicicleta,Home,[18;33],la Clota
Otono,Laborable,No respectar distancies,Tarda,Abast,Veh. Mobilidad personal con o sin motor,Home,[34;50],el Fort Pienc
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Dreta de l'Eixample
Invierno,Laborable,Desobeir altres senyals,Mati,Colision frontal,Motocicleta,Home,[34;50],Sant Gervasi - Galvany
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Home,[18;33],la Maternitat i Sant Ramon
Otono,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Guineueta
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Colision frontal,Veh. Mobilidad personal con o sin motor,Dona,[34;50],la Font d'en Fargues
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Salut
Primavera,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33],Sant Andreu
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Caiguda (dues rodes),Motocicleta,Dona,[34;50],les Corts
Primavera,Laborable,Altres,Mati,Colision lateral,Turisme,Dona,[34;50],el Poble-sec
Invierno,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[34;50],el Raval
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],el Carmel
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],el Carmel
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Turisme,Dona,[51;70],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],el Besos i el Maresme
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],el Parc i la Llacuna del Poblenou
Invierno,Laborable,Desobeir altres senyals,Mati,Colision lateral,Motocicleta,Home,[18;33],el Carmel
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Xoc contra element estatic,Turisme,Home,[51;70],la Maternitat i Sant Ramon
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],Sant Andreu
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33],Sant Andreu
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33],el Camp de l'Arpa del Clot
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[51;70],el Camp de l'Arpa del Clot
Verano,No laborable,No cedir la dreta,Nit,Colision fronto-lateral,Turisme,Dona,[18;33],Sants
Verano,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Home,[34;50],el Fort Pienc
Otono,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Sagrada Familia
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33],Sant Gervasi - la Bonanova
Otono,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Bicicleta,Dona,[18;33],Sant Gervasi - la Bonanova
Verano,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70],Desconegut
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],Desconegut
Primavera,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Primavera,Laborable,Envair calzada contraria,Tarda,Colision frontal,Bicicleta,Home,[18;33],la Nova Esquerra de l'Eixample
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[18;33],el Guinardo
Otono,Laborable,Altres,Tarda,Xoc contra element estatic,Turisme,Home,[34;50],Vallcarca i els Penitents
Otono,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],Sant Antoni
Invierno,Laborable,No respectar distancies,Tarda,Abast,Bicicleta,Home,[34;50],la Font de la Guatlla
Invierno,Laborable,Desobeir altres senyals,Nit,Colision fronto-lateral,Motocicleta,Home,[18;33],el Poble-sec
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],el Poble-sec
Primavera,Laborable,No respectar distancies,Tarda,Abast,Turisme,Dona,[34;50],"Sant Pere, Santa Caterina i la Ribera"
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Bicicleta,Home,[18;33],la Dreta de l'Eixample
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],Vilapicina i la Torre Llobeta
Invierno,No laborable,Canvi de carril sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Barceloneta
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision lateral,Motocicleta,Home,[34;50],la Prosperitat
Primavera,No laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[51;70],el Poble-sec
Verano,Laborable,Adelantamiento improcedente,Mati,Caiguda (dues rodes),Bicicleta,Home,[34;50],Sant Gervasi - la Bonanova
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],el Poble-sec
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],les Corts
Invierno,Laborable,Desobeir samoforo,Tarda,Colision lateral,Bicicleta,Home,[34;50],Sant Gervasi - la Bonanova
Invierno,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Dreta de l'Eixample
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50],la Marina del Prat Vermell
Primavera,Laborable,Adelantamiento improcedente,Tarda,Altres,Motocicleta,Dona,[34;50],la Dreta de l'Eixample
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Vila de Gracia
Verano,No laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33],la Vall d'Hebron
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Vall d'Hebron
Primavera,No laborable,Altres,Nit,Xoc contra element estatic,Veh. Mobilidad personal con o sin motor,Home,[34;50],la Vall d'Hebron
Otono,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Dona,[51;70],Hostafrancs
Primavera,No laborable,Altres,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],Hostafrancs
Otono,Laborable,Altres,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],la Nova Esquerra de l'Eixample
Verano,Laborable,Desobeir samoforo,Mati,Colision lateral,Bicicleta,Dona,[18;33],el Fort Pienc
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Dona,[34;50],el Clot
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[34;50],Sant Antoni
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[51;70],"Sant Pere, Santa Caterina i la Ribera"
Primavera,Laborable,No respectar distancies,Tarda,Abast multiple,Turisme,Dona,[18;33],l'Antiga Esquerra de l'Eixample
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50],la Salut
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],Sarria
Primavera,No laborable,No respectar distancies,Nit,Colision lateral,Bicicleta,Home,[34;50],el Fort Pienc
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70],la Nova Esquerra de l'Eixample
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],el Turo de la Peira
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],Horta
Invierno,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33],Provencals del Poblenou
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50],Sant Antoni
Primavera,No laborable,Desobeir samoforo,Tarda,Colision lateral,Motocicleta,Home,[18;33],Provencals del Poblenou
Otono,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33],el Baix Guinardo
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[18;33],la Sagrada Familia
Otono,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Dona,[18;33],el Camp de l'Arpa del Clot
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70],la Nova Esquerra de l'Eixample
