Estacion,Tipo dia,Descripcio_causa_mediata,Descripcio_torn,Descripcio_tipus_accident,Tipo_vehiculo,Genero,Edad,Barrio
Primavera,No laborable,Altres,Nit,Colision lateral,Motocicleta,Home,[18;33],les Corts
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Furgoneta,Dona,[51;70],Sants
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],Vallcarca i els Penitents
Otono,No laborable,Altres,Mati,Colision lateral,Motocicleta,Home,[51;70],Sant Gervasi - Galvany
Primavera,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,Menor,la Prosperitat
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Trinitat Nova
Invierno,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[34;50],Sarria
Primavera,Laborable,Manca precaucio efectuar marxa enrera,Mati,Altres,Motocicleta,Dona,[34;50],la Dreta de l'Eixample
Otono,No laborable,Altres,Tarda,Xoc contra element estatic,Motocicleta,Dona,[51;70],les Corts
Verano,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Home,[34;50],el Fort Pienc
Invierno,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Dreta de l'Eixample
Invierno,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],el Baix Guinardo
Primavera,No laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70],el Raval
Primavera,Laborable,Canvi de carril sense precaucio,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],Pedralbes
Invierno,No laborable,Gir indegut o sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33],el Camp de l'Arpa del Clot
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Altres,Motocicleta,Home,[18;33],el Poble-sec
Otono,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],el Poble-sec
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Abast,Motocicleta,Home,[51;70],Sant Andreu
Otono,Laborable,No respectar distancies,Mati,Abast multiple,Motocicleta,Home,[34;50],l'Antiga Esquerra de l'Eixample
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Dona,[51;70],el Barri Gotic
Otono,Laborable,Adelantamiento improcedente,Nit,Abast,Motocicleta,Home,[34;50],Sant Gervasi - la Bonanova
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50],la Prosperitat
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Dona,[18;33],la Sagrada Familia
Primavera,Laborable,No respectar distancies,Mati,Abast,Bicicleta,Home,[51;70],Provencals del Poblenou
Verano,Laborable,Adelantamiento improcedente,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],Sant Gervasi - Galvany
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[34;50],el Putxet i el Farro
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,mas 70,Sant Gervasi - Galvany
Otono,Laborable,No respectar distancies,Mati,Abast,Furgoneta,Home,[34;50],la Sagrada Familia
Verano,Laborable,Altres,Mati,Colision lateral,Motocicleta,Dona,[34;50],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Dona,[18;33],Provencals del Poblenou
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Home,mas 70,la Dreta de l'Eixample
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision frontal,Motocicleta,Dona,[51;70],la Dreta de l'Eixample
Otono,No laborable,No determinada,Nit,Colision lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Font d'en Fargues
Primavera,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50],Sant Gervasi - la Bonanova
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[51;70],les Corts
Otono,Laborable,Canvi de carril sense precaucio,Nit,Colision lateral,Motocicleta,Home,[34;50],Vilapicina i la Torre Llobeta
Primavera,Laborable,Altres,Tarda,Altres,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Otono,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50],la Dreta de l'Eixample
Otono,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Home,[18;33],el Baix Guinardo
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50],Sarria
Otono,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],Sarria
Invierno,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,Menor,la Verneda i la Pau
Otono,Laborable,No determinada,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[34;50],Pedralbes
Invierno,No laborable,Manca d'atencio a la conduccio,Mati,Abast,Bicicleta,Home,[51;70],la Sagrada Familia
Invierno,Laborable,No determinada,Mati,Caiguda interior vehicle,Bicicleta,Dona,[18;33],el Carmel
Verano,No laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Turisme,Home,[51;70],el Bon Pastor
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,No respectar distancies,Mati,Abast multiple,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Otono,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[34;50],la Font de la Guatlla
Verano,Laborable,Altres,Mati,Xoc contra element estatic,Turisme,Home,mas 70,el Fort Pienc
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Marina de Port
Invierno,No laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Turisme,Home,[18;33],Hostafrancs
Invierno,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[18;33],el Congres i els Indians
Verano,No laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Nova Esquerra de l'Eixample
Verano,Laborable,No cedir la dreta,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50],el Camp de l'Arpa del Clot
Primavera,No laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Turisme,Home,[34;50],la Prosperitat
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[34;50],la Prosperitat
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33],la Bordeta
Primavera,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Nova Esquerra de l'Eixample
Invierno,No laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],Sant Gervasi - la Bonanova
Otono,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Bicicleta,Home,[18;33],Sant Gervasi - la Bonanova
Primavera,No laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],Sant Gervasi - la Bonanova
Verano,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[34;50],el Camp de l'Arpa del Clot
Verano,Laborable,Altres,Tarda,Xoc amb animal a la calcada,Motocicleta,Home,[34;50],la Maternitat i Sant Ramon
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33],Sarria
Primavera,No laborable,Desobeir altres senyals,Tarda,Colision lateral,Turisme,Home,[18;33],la Maternitat i Sant Ramon
Otono,Laborable,No determinada,Tarda,Abast,Motocicleta,Dona,[18;33],Sant Genis dels Agudells
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Primavera,Laborable,Altres,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33],"Vallvidrera, el Tibidabo i les Planes"
Otono,No laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70],el Turo de la Peira
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[51;70],Sant Gervasi - la Bonanova
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Colision lateral,Motocicleta,Home,[51;70],Sant Gervasi - la Bonanova
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],la Nova Esquerra de l'Eixample
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70],Provencals del Poblenou
Invierno,Laborable,No determinada,Tarda,Xoc contra element estatic,Motocicleta,Home,[51;70],el Baix Guinardo
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],les Tres Torres
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],Navas
Otono,Laborable,Adelantamiento improcedente,Mati,Colision lateral,Motocicleta,Home,[51;70],Montbau
Otono,No laborable,No determinada,Tarda,Altres,Motocicleta,Home,[34;50],la Marina de Port
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Turisme,Dona,[18;33],la Maternitat i Sant Ramon
Primavera,No laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],"Sant Pere, Santa Caterina i la Ribera"
Primavera,No laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Verano,Laborable,No determinada,Mati,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Dreta de l'Eixample
Primavera,No laborable,No determinada,Tarda,Abast,Turisme,Home,[34;50],el Turo de la Peira
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Atropellament,Motocicleta,Home,[51;70],Pedralbes
Verano,Laborable,Desobeir samoforo,Nit,Caiguda (dues rodes),Motocicleta,Home,[18;33],el Parc i la Llacuna del Poblenou
Primavera,No laborable,No determinada,Tarda,Colision frontal,Bicicleta,Dona,[34;50],Vallcarca i els Penitents
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],Montbau
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Atropellament,Veh. Mobilidad personal con o sin motor,Home,[18;33],Provencals del Poblenou
Primavera,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33],el Clot
Otono,Laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],Sant Gervasi - Galvany
Invierno,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[51;70],Sant Gervasi - Galvany
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Abast,Motocicleta,Dona,[51;70],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,No determinada,Mati,Abast,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Verano,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70],el Guinardo
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Dona,[18;33],Sant Antoni
Primavera,Laborable,Altres,Mati,Abast,Motocicleta,Dona,[34;50],la Marina del Prat Vermell
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],el Fort Pienc
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33],la Font de la Guatlla
Invierno,Laborable,Altres,Mati,Caiguda (dues rodes),Motocicleta,Home,[51;70],Provencals del Poblenou
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast multiple,Turisme,Dona,[18;33],l'Antiga Esquerra de l'Eixample
Otono,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Dreta de l'Eixample
Otono,No laborable,Altres,Nit,Xoc contra element estatic,Turisme,Home,[51;70],la Dreta de l'Eixample
Otono,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Turisme,Home,[51;70],Sant Antoni
Verano,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Dona,[34;50],el Baix Guinardo
Primavera,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],el Baix Guinardo
Verano,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],el Poble-sec
Otono,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],la Sagrada Familia
Otono,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[18;33],la Dreta de l'Eixample
Otono,Laborable,Desobeir altres senyals,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],Sant Andreu
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50],el Fort Pienc
Verano,Laborable,No respectar distancies,Mati,Abast multiple,Turisme,Dona,[34;50],la Nova Esquerra de l'Eixample
Primavera,No laborable,Manca d'atencio a la conduccio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Prosperitat
Verano,Laborable,Altres,Nit,Caiguda (dues rodes),Motocicleta,Home,[51;70],les Tres Torres
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Turisme,Home,[18;33],el Camp de l'Arpa del Clot
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],la Vila de Gracia
Invierno,Laborable,Desobeir altres senyals,Tarda,Colision frontal,Veh. Mobilidad personal con o sin motor,Home,[18;33],la Nova Esquerra de l'Eixample
Invierno,Laborable,Altres,Nit,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Maternitat i Sant Ramon
Primavera,Laborable,No respectar distancies,Mati,Abast multiple,Motocicleta,Dona,[34;50],el Raval
Primavera,Laborable,No determinada,Tarda,Abast,Turisme,Dona,[34;50],la Dreta de l'Eixample
Primavera,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Altres,Motocicleta,Home,[51;70],Horta
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Altres,Turisme,Home,[51;70],la Dreta de l'Eixample
Invierno,Laborable,No determinada,Tarda,Abast,Turisme,Dona,[18;33],la Dreta de l'Eixample
Primavera,No laborable,No respectar distancies,Mati,Abast,Furgoneta,Dona,[18;33],la Dreta de l'Eixample
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,[51;70],el Camp d'en Grassot i Gracia Nova
Primavera,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Veh. Mobilidad personal con o sin motor,Home,[34;50],Diagonal Mar i el Front Maritim del Poblenou
Verano,No laborable,No determinada,Nit,Colision lateral,Bicicleta,Dona,[18;33],el Poble-sec
Primavera,Laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[51;70],el Poble-sec
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[34;50],el Poble-sec
Verano,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Dona,[51;70],Navas
Verano,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Verano,No laborable,Gir indegut o sense precaucio,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],Sant Antoni
Invierno,Laborable,Adelantamiento improcedente,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],les Corts
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[18;33],Desconegut
Invierno,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[34;50],el Clot
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Dona,[18;33],el Besos i el Maresme
Verano,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],la Vila de Gracia
Primavera,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[51;70],la Vila de Gracia
Otono,Laborable,Altres,Mati,Colision lateral,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Primavera,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Motocicleta,Home,[18;33],Sant Gervasi - Galvany
Otono,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[34;50],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[34;50],Sants - Badal
Otono,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70],Pedralbes
Verano,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Otono,Laborable,Altres,Mati,Abast,Motocicleta,Dona,[18;33],Sant Genis dels Agudells
Otono,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,mas 70,Sants
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],el Putxet i el Farro
Invierno,Laborable,Altres,Mati,Colision fronto-lateral,Motocicleta,Home,[18;33],el Guinardo
Invierno,Laborable,Altres,Mati,Abast,Motocicleta,Dona,[18;33],la Marina del Prat Vermell
Invierno,No laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Turisme,Home,[51;70],la Vila de Gracia
Primavera,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Bicicleta,Dona,[34;50],Pedralbes
Invierno,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Turisme,Home,[34;50],Sants
Primavera,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Dona,[34;50],Navas
Primavera,No laborable,No determinada,Tarda,Caiguda (dues rodes),Motocicleta,Dona,[18;33],la Dreta de l'Eixample
Verano,Laborable,Gir indegut o sense precaucio,Nit,Colision lateral,Motocicleta,Home,[18;33],la Prosperitat
Verano,Laborable,Altres,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Dreta de l'Eixample
Primavera,Laborable,Altres,Mati,Abast,Motocicleta,Home,[18;33],Horta
Primavera,No laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Motocicleta,Dona,[18;33],Sant Gervasi - Galvany
Invierno,No laborable,Altres,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],Montbau
Invierno,No laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Motocicleta,Home,[51;70],la Dreta de l'Eixample
Invierno,Laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Turisme,Home,[51;70],la Barceloneta
Primavera,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Veh. Mobilidad personal con o sin motor,Home,[34;50],Sant Marti de Provencals
Otono,Laborable,Desobeir altres senyals,Nit,Colision fronto-lateral,Motocicleta,Home,[34;50],la Dreta de l'Eixample
Verano,Laborable,Altres,Tarda,Sortida de via amb xoc o Colision,Motocicleta,Home,[51;70],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[34;50],el Raval
Primavera,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70],el Putxet i el Farro
Invierno,No laborable,Desobeir altres senyals,Nit,Colision lateral,Motocicleta,Home,[18;33],el Poble-sec
Verano,No laborable,Manca d'atencio a la conduccio,Mati,Colision lateral,Motocicleta,Home,[18;33],la Barceloneta
Otono,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[34;50],Horta
Otono,Laborable,Desobeir samoforo,Nit,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Dona,[18;33],la Trinitat Nova
Primavera,Laborable,Desobeir samoforo,Mati,Colision lateral,Motocicleta,Home,[34;50],Sant Gervasi - Galvany
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Caiguda (dues rodes),Motocicleta,Home,[18;33],el Raval
Otono,Laborable,Desobeir altres senyals,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50],el Parc i la Llacuna del Poblenou
Verano,Laborable,Altres,Tarda,Xoc contra element estatic,Turisme,Home,[18;33],la Vila Olimpica del Poblenou
Primavera,Laborable,Manca precaucio incorporacio circulacio,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],Porta
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision fronto-lateral,Turisme,Home,[18;33],la Dreta de l'Eixample
Verano,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],l'Antiga Esquerra de l'Eixample
Primavera,Laborable,Envair calzada contraria,Tarda,Colision frontal,Bicicleta,Home,[34;50],l'Antiga Esquerra de l'Eixample
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Dona,[34;50],el Barri Gotic
Primavera,No laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],la Sagrada Familia
Primavera,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],Pedralbes
Otono,Laborable,No respectar distancies,Mati,Abast,Turisme,Dona,[18;33],Pedralbes
Invierno,Laborable,Manca precaucio incorporacio circulacio,Mati,Caiguda (dues rodes),Motocicleta,Home,[34;50],Pedralbes
Invierno,Laborable,Altres,Mati,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,Menor,Provencals del Poblenou
Verano,Laborable,No respectar distancies,Mati,Abast,Motocicleta,Home,[51;70],el Fort Pienc
Invierno,Laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Furgoneta,Home,[34;50],les Roquetes
Primavera,Laborable,Manca precaucio efectuar marxa enrera,Mati,Altres,Motocicleta,Dona,[34;50],"Sant Pere, Santa Caterina i la Ribera"
Invierno,Laborable,Desobeir samoforo,Tarda,Colision fronto-lateral,Veh. Mobilidad personal con o sin motor,Home,[18;33],"Sant Pere, Santa Caterina i la Ribera"
Verano,Laborable,No determinada,Tarda,Colision lateral,Motocicleta,Dona,[34;50],la Teixonera
Primavera,Laborable,Desobeir altres senyals,Tarda,Colision frontal,Bicicleta,Dona,[18;33],l'Antiga Esquerra de l'Eixample
Primavera,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Invierno,Laborable,No respectar distancies,Tarda,Abast,Motocicleta,Dona,[51;70],el Putxet i el Farro
Verano,No laborable,Gir indegut o sense precaucio,Tarda,Colision fronto-lateral,Motocicleta,Home,[18;33],el Bon Pastor
Primavera,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Bicicleta,Dona,[18;33],Provencals del Poblenou
Verano,Laborable,No cedir la dreta,Nit,Colision fronto-lateral,Motocicleta,Home,[51;70],Provencals del Poblenou
Invierno,Laborable,Altres,Mati,Colision fronto-lateral,Motocicleta,Dona,[34;50],Vallcarca i els Penitents
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Xoc contra element estatic,Motocicleta,Home,[18;33],Sants
Invierno,Laborable,Manca d'atencio a la conduccio,Nit,Abast,Motocicleta,Home,[18;33],el Camp de l'Arpa del Clot
Verano,Laborable,No determinada,Mati,Xoc amb animal a la calcada,Bicicleta,Dona,[34;50],la Sagrada Familia
Invierno,Laborable,Manca d'atencio a la conduccio,Tarda,Abast,Turisme,Home,[34;50],el Fort Pienc
Otono,Laborable,Manca d'atencio a la conduccio,Mati,Abast,Turisme,Home,[34;50],la Nova Esquerra de l'Eixample
Invierno,Laborable,Altres,Nit,Xoc contra element estatic,Bicicleta,Home,[34;50],el Poblenou
Invierno,Laborable,Altres,Mati,Caiguda (dues rodes),Bicicleta,Dona,[34;50],la Dreta de l'Eixample
Verano,No laborable,No determinada,Tarda,Colision lateral,Motocicleta,Dona,[51;70],la Dreta de l'Eixample
Otono,Laborable,No determinada,Tarda,Colision fronto-lateral,Bicicleta,Home,[34;50],el Poblenou
Otono,Laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33],la Maternitat i Sant Ramon
Invierno,Laborable,Gir indegut o sense precaucio,Tarda,Colision lateral,Turisme,Home,[34;50],Vilapicina i la Torre Llobeta
Invierno,Laborable,Canvi de carril sense precaucio,Mati,Colision lateral,Motocicleta,Home,[18;33],el Fort Pienc
Invierno,Laborable,Adelantamiento improcedente,Tarda,Colision lateral,Motocicleta,Home,[51;70],la Dreta de l'Eixample
Primavera,Laborable,Manca d'atencio a la conduccio,Nit,Xoc contra element estatic,Motocicleta,Home,[18;33],Sants
Verano,Laborable,Altres,Tarda,Colision lateral,Bicicleta,Home,[18;33],les Roquetes
Primavera,No laborable,Altres,Tarda,Atropellament,Veh. Mobilidad personal con o sin motor,Dona,[34;50],la Dreta de l'Eixample
Invierno,Laborable,Gir indegut o sense precaucio,Mati,Caiguda (dues rodes),Veh. Mobilidad personal con o sin motor,Dona,[34;50],Sant Gervasi - Galvany
Verano,No laborable,No cedir la dreta,Tarda,Colision fronto-lateral,Motocicleta,Home,[51;70],el Camp de l'Arpa del Clot
Invierno,Laborable,Manca precaucio incorporacio circulacio,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Nova Esquerra de l'Eixample
Verano,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[18;33],l'Antiga Esquerra de l'Eixample
Otono,No laborable,Altres,Nit,Caiguda (dues rodes),Motocicleta,Home,[34;50],l'Antiga Esquerra de l'Eixample
Verano,Laborable,No respectar distancies,Mati,Abast,Turisme,Home,[18;33],les Corts
Verano,Laborable,Desobeir altres senyals,Tarda,Colision lateral,Motocicleta,Home,[18;33],la Nova Esquerra de l'Eixample
Invierno,Laborable,Altres,Mati,Atropellament,Veh. Mobilidad personal con o sin motor,Dona,[34;50],l'Antiga Esquerra de l'Eixample
Otono,No laborable,Manca d'atencio a la conduccio,Tarda,Abast,Motocicleta,Home,[18;33],el Guinardo
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision fronto-lateral,Motocicleta,Home,[34;50],Sant Gervasi - Galvany
Otono,No laborable,Desobeir samoforo,Mati,Colision fronto-lateral,Motocicleta,Home,[51;70],el Poble-sec
Verano,Laborable,No respectar distancies,Nit,Altres,Motocicleta,Dona,[34;50],la Dreta de l'Eixample
Otono,Laborable,Gir indegut o sense precaucio,Mati,Colision lateral,Bicicleta,Home,[51;70],Sants
Otono,Laborable,Altres,Tarda,Xoc contra element estatic,Motocicleta,Home,[34;50],el Camp d'en Grassot i Gracia Nova
Primavera,Laborable,Canvi de carril sense precaucio,Tarda,Colision lateral,Motocicleta,Home,[51;70],Sant Genis dels Agudells
Primavera,No laborable,No respectar distancies,Tarda,Abast,Motocicleta,Home,[34;50],la Dreta de l'Eixample
